credit_lines_outstanding,loan_amt_outstanding,total_debt_outstanding,income,years_employed,fico_score
0,1444.66221,1385.137622,22915.76251,7,642
0,9997.562598,11253.66827,123775.5407,2,728
1,2944.7289,6870.184814,70064.79402,5,620
0,4238.207094,939.7600505,54337.51329,2,560
0,4561.099208,4995.597425,70792.49621,4,628
1,3021.49453,4369.19197,58597.46097,6,606
1,3987.925743,4632.974195,55110.62916,4,678
5,3305.392882,18399.6243,65451.95432,4,487
0,5686.291095,8971.045054,97407.54786,3,633
3,4084.349291,10102.27554,59024.1398,5,556
5,4909.279722,29567.24598,91356.96944,3,561
2,4981.331055,12635.53592,98667.25164,9,739
1,2688.653754,6190.667544,56786.86433,5,622
2,3005.489332,9592.16116,54812.24987,1,653
2,4385.086951,9139.694684,63126.4656,4,632
0,3281.568882,6447.096241,63042.43756,3,644
0,2785.326339,3698.90807,42924.14665,5,652
3,3455.303603,12021.09403,66572.18126,6,614
5,1663.142168,10635.42804,38021.72133,4,633
0,2950.924445,4323.97677,63973.34971,3,576
2,9863.504126,22850.19416,136199.8083,4,751
0,2615.130342,5168.155945,54355.56171,3,646
4,4009.297101,13716.12702,65262.33769,5,635
0,4618.504952,3732.381086,81406.09892,6,736
0,4586.353467,3726.619513,73405.98377,4,659
0,3521.259299,7396.408374,100497.3005,6,592
5,3790.377139,20640.80879,63052.45714,4,598
0,4486.863225,2817.725445,87726.29555,7,772
1,2871.14385,3765.778484,52145.80705,7,605
0,1679.811023,1986.671346,26262.06282,4,613
5,1452.492955,6412.688543,23874.6559,5,575
0,4132.938206,4239.131065,58138.42936,5,608
1,4018.478601,6706.884385,63278.6485,6,626
1,5691.22372,13366.63003,93804.78412,5,712
0,2886.340104,3010.574155,64213.39694,5,573
0,1473.114962,3056.161324,28426.3689,2,751
1,2599.836251,5954.905202,54318.00703,3,658
1,3686.66392,5938.531242,75812.2168,6,664
3,5821.006507,16345.02539,80431.47019,6,634
2,2011.52149,5946.03528,51894.15037,7,667
2,4410.124479,10778.33777,63504.50763,4,524
0,3306.920679,4769.024048,61726.21834,5,642
1,8359.813792,8133.516425,126713.8948,6,617
2,6255.556984,14758.52012,93695.02665,5,647
0,3281.44231,3363.199475,53918.57726,4,701
1,5631.88148,7749.932734,78001.2431,5,666
0,2492.080079,467.7558975,46775.58975,3,692
0,5459.567829,1070.669251,76541.40552,7,670
0,4737.203831,973.4679759,97346.79759,5,641
1,2712.140466,4450.425517,54992.35352,5,672
0,3879.758241,7556.064573,80471.27968,4,551
0,4108.411025,6109.221156,68403.83758,4,705
3,4931.739323,11682.57466,70663.67139,5,610
0,3350.695188,4183.271266,82829.09709,7,620
0,4735.830133,5966.914573,69565.59415,5,666
1,2762.809763,4044.867509,48752.47753,6,595
1,2981.790117,4873.154013,47116.00597,5,618
0,4988.123714,2824.712946,93184.15285,4,739
0,2879.131493,1093.05711,66024.89836,5,602
3,6243.670445,15755.51032,88709.41672,4,678
1,3889.978844,6208.591463,83344.3756,9,613
1,2271.06163,3002.86913,39468.71057,5,549
1,2315.871556,5671.831611,50842.56169,5,741
5,7715.114663,34023.17952,125697.8937,4,506
2,4503.54938,10965.58768,86928.41035,5,579
0,4795.484547,3217.196854,74208.72034,4,601
1,4381.219192,5391.616434,73940.40888,5,538
0,2112.207503,3741.018325,41274.29555,3,615
0,3218.713753,3194.577033,52271.15863,6,562
5,5498.614319,24207.77963,81643.81755,3,550
0,2523.86443,1290.899781,40763.38998,5,574
1,4717.180605,8146.305649,83945.07223,6,675
1,5224.630232,6515.38971,63104.51099,7,684
0,2777.664852,3647.400903,48735.91999,4,661
1,3026.704351,8609.634544,69734.85729,6,724
1,5253.969111,8804.099595,76769.75496,5,751
1,1695.159442,3087.517249,36231.80557,8,697
0,4266.412769,5010.168788,57012.14677,5,657
0,4282.031193,3886.733054,60487.31833,4,647
0,5921.170355,7804.303111,99631.84712,3,793
3,2796.437424,15419.40875,74768.70412,5,484
0,3825.620676,5734.181218,67162.39892,5,673
2,4312.681162,9750.232023,79582.26383,6,706
1,4546.07514,9007.208584,97559.81372,5,628
0,4570.659934,9156.219342,89097.44794,2,651
0,4171.603305,7553.746271,86258.87103,4,613
0,3334.820894,3726.159616,81981.66816,6,656
3,3379.968964,10929.70554,51631.14458,3,634
1,4549.734194,5830.732775,71835.25222,6,713
1,4321.062798,9691.478715,80291.2004,6,695
1,6139.787434,8174.785422,88979.23679,7,613
0,4891.623854,2750.125791,75812.45241,5,662
2,3792.94721,10852.61976,83154.7492,7,617
2,3518.628181,5331.082287,47571.6733,7,685
0,6080.390504,958.521272,95852.1272,8,701
0,2840.493546,2335.620759,42023.89948,5,645
0,5736.85832,8248.277917,94269.6399,4,632
0,3287.54147,487.5132161,48751.32161,4,670
1,5551.710456,6251.001094,76992.42027,6,649
1,3755.316945,5787.762797,52270.91642,6,766
1,2648.831871,6401.001382,54975.03454,7,595
0,4119.77832,5600.84323,72583.89993,5,695
0,4270.697477,6887.692298,71394.65956,3,554
3,5409.871925,22234.67131,114578.0539,5,707
1,4380.389172,8596.160502,88048.62417,5,687
1,6531.394014,8134.155293,91909.32294,5,685
0,3910.974646,4296.571249,67097.117,5,703
0,8107.542733,7394.643669,94709.85426,2,622
0,4073.594188,4432.963212,71288.71988,5,592
5,3019.889282,14484.53671,53214.26922,3,620
2,5632.717446,11592.79873,69137.93,4,697
5,4752.927185,23316.86095,85212.48625,4,505
1,3223.731929,7291.235656,56484.03406,4,708
0,4822.903759,6957.751037,75204.73664,2,631
0,5396.366774,5298.824524,92349.55399,2,447
0,6202.008903,4484.077377,107376.0967,6,693
4,4240.109699,15353.99822,77657.28369,5,623
4,3991.783869,12608.10332,55335.71057,3,507
2,6522.679253,15832.69832,96499.88792,3,620
0,4117.447113,4849.519196,65346.7355,6,730
1,5158.524464,4131.212735,68684.65266,7,763
0,3630.893665,959.3568767,95935.68767,7,687
0,5438.779307,6522.996364,88964.98011,3,555
0,7655.822041,3916.086772,90715.57269,3,592
0,2895.549927,5334.725722,56077.98093,3,610
5,5796.117369,29620.16105,106851.1042,3,538
5,2672.15161,15680.65906,46035.06921,4,684
1,3087.938007,6572.612589,68225.92163,7,609
0,3690.482761,652.343164,65234.3164,3,666
0,3425.694208,1337.64122,58745.32384,4,714
0,5624.194316,7472.470284,97885.69368,4,675
5,6748.887577,29954.08446,103185.0966,3,649
0,4406.687683,2228.0526,61765.3979,4,641
2,5452.034836,13953.42212,83347.90092,3,628
1,3626.558396,8275.419592,71729.19993,6,629
5,5978.270054,27734.45378,87666.52906,4,580
0,1594.455731,364.7228034,36472.28034,6,634
1,3486.710864,3969.600437,44931.03673,6,568
0,4534.767381,4784.522161,57888.37714,2,650
5,3732.999303,17113.32115,51556.8669,2,657
0,3668.268103,2637.097785,59963.7932,5,604
1,3700.840396,6872.455613,69636.13999,4,573
1,3863.387108,9501.898864,84122.71481,7,586
0,5222.307833,6715.851375,66258.11462,1,577
0,4287.42859,7503.36695,77957.79285,4,749
0,3079.401838,4112.713395,52297.88818,6,672
2,3720.669967,9457.835415,58931.57475,5,622
1,2031.263781,3725.694993,35685.35809,7,667
0,5602.809919,7139.589672,86047.25564,5,750
3,4298.635564,18382.42061,98293.94576,6,611
0,5715.238186,7078.037599,96935.73794,4,631
1,1483.838797,3112.15924,26069.53484,3,587
1,3299.141181,8251.202469,69630.47118,5,650
0,2810.740918,6662.55828,74991.2842,5,590
3,6954.900709,20059.52881,106216.5423,5,562
2,2823.802306,8406.342618,60689.2242,6,617
0,3030.305477,5077.009691,49806.69956,4,753
3,3754.454369,9392.03785,62163.25192,5,660
1,4337.978847,7277.852831,74551.25247,6,728
0,3856.525765,2329.098179,56390.06406,4,619
0,3692.753,2336.023179,61100.95141,7,658
2,1806.014695,5448.513166,41138.36937,8,725
4,3814.89686,13523.1529,61407.33243,5,684
2,5106.645086,11233.25979,83825.57079,5,688
1,2798.405931,4960.005326,47001.6558,5,626
0,5422.01295,10059.11306,99858.82416,4,690
1,5014.319443,6476.022441,96300.75162,7,605
0,4267.960799,6744.110848,71116.98129,4,687
0,2501.736735,3686.75667,71880.12904,5,749
1,3502.046995,5211.179806,50276.68003,5,678
5,7607.008155,25712.93271,93765.18498,2,571
0,4415.986164,5831.733693,72552.9165,4,720
0,3194.91372,2168.253408,82146.63319,5,622
3,4465.159228,14023.61901,80648.99587,4,556
0,6102.368714,3028.257807,81469.04572,5,728
0,2646.982034,1714.550317,47594.87226,7,666
0,4392.550901,2947.641352,66911.88504,4,742
1,1355.879304,2745.790572,30509.21927,4,781
1,2108.406741,5101.276031,36286.22301,3,635
5,4038.365042,25002.75422,80812.96933,3,612
1,5001.706312,7918.792987,73019.42356,5,664
2,7684.318439,17319.71044,107559.3328,2,518
3,4971.913843,16488.61892,74186.62943,1,492
1,2845.092734,5095.599167,44012.51779,6,623
5,5592.888775,18556.51011,69034.6583,2,585
1,3106.842142,6257.336954,53667.12682,6,673
0,1656.354754,1318.698537,34394.63443,6,612
4,2841.925418,14601.04219,65499.68441,5,565
1,3310.526986,4300.51029,56502.05664,7,674
5,5306.728464,25481.92106,79951.54362,3,602
1,3272.002721,5200.88004,54284.53387,7,641
0,3964.219887,3297.161548,58981.56294,2,610
2,3204.099446,7695.421828,52478.32277,5,653
0,4378.863122,6121.288083,104398.1026,5,615
1,1381.082208,2124.888517,28745.37575,6,588
0,5506.294627,6371.656662,81850.50335,3,700
1,4696.530146,8541.074713,94818.2738,7,650
3,4148.946161,11023.03961,56249.96815,5,636
0,4407.327276,6334.128499,77269.62716,5,674
1,4383.135957,8527.110198,92929.40108,5,598
5,6165.982666,25371.39523,100796.4654,3,550
0,7506.467995,7887.281847,101996.6821,4,594
0,3294.758388,1939.218362,62843.21378,5,656
2,2548.499487,5049.087629,40573.27614,7,724
5,4519.705537,20797.51499,70032.74482,3,569
0,5271.252806,3810.359595,77505.07526,6,686
1,5832.543866,9264.762006,89426.43484,6,669
0,5257.858945,7092.64284,83368.70369,3,683
0,1709.248658,2278.976842,37048.08442,6,652
3,3815.912903,16920.88357,72349.13999,4,699
2,4820.244423,9645.019927,75271.61396,5,642
0,4553.503371,4981.147254,71736.34898,3,595
5,4053.487786,23075.09473,71583.91975,2,622
1,5523.833206,9383.240997,84170.48202,5,593
0,3518.219042,4323.234824,80353.98773,3,732
1,3879.934454,8079.401113,68125.49208,6,664
4,5772.302578,22729.12042,82036.95441,1,599
5,4365.082478,18357.1044,64597.92843,2,583
0,5524.253727,2709.098018,79895.48223,3,685
1,2843.859111,7699.613507,54672.24054,5,722
1,5652.163333,7471.88945,93847.57552,6,733
5,5225.178116,26431.04701,94340.07176,5,687
4,3545.403593,10509.88654,48706.70837,5,753
2,3740.981862,9458.390922,66417.17914,8,749
0,3233.243935,4247.77165,49765.05659,3,569
2,4039.683784,12223.21712,81935.87794,5,654
1,3425.524016,7213.42686,72376.18439,5,643
5,4578.998541,29139.27251,83408.55162,5,578
0,5250.094385,4233.980876,86137.04205,4,574
5,3422.112241,14209.23493,56296.12052,5,616
0,3016.964342,665.3644585,60303.19889,3,656
0,2608.534351,4595.829522,56125.50647,4,671
0,2739.099782,651.003708,65100.3708,5,649
0,5083.559712,5578.861294,74944.79943,3,587
5,6448.498229,27370.15627,92152.5518,2,468
1,3539.861621,5724.664434,49222.51784,5,692
0,4099.513224,4164.330251,80764.00233,6,629
4,5737.652615,23124.64539,93872.3893,1,471
0,4720.501826,2852.920111,85362.15676,6,579
1,4435.465523,7697.33645,71480.20564,6,612
0,4598.107527,4703.260192,76618.16172,6,591
5,3741.237779,18533.16435,63905.24476,4,557
0,3815.899042,3672.601881,53549.49228,3,721
0,3746.676231,5814.840142,73312.85426,3,707
2,3818.851667,13829.03551,86781.3997,5,679
0,6213.438662,7180.073417,99021.1212,3,607
5,2629.213175,12925.4862,47036.29731,3,483
3,2034.852272,5542.569473,28349.25951,2,486
5,3515.62338,19555.9666,67883.4668,5,625
5,4527.102974,26439.3957,81110.29293,4,673
1,2387.846795,3929.490136,45619.09968,6,681
2,2530.606104,12504.9195,68970.79016,3,636
0,1944.072696,1997.799667,29072.94521,5,697
0,4198.261701,2837.605861,65019.46158,4,705
0,3884.453912,7294.670268,74368.68866,4,699
0,4810.757908,4763.085131,83857.08762,4,688
0,3204.217774,683.3023827,68330.23827,4,578
5,4953.364738,22515.86861,82523.86714,3,528
0,3848.604437,3399.18134,59510.62322,3,743
5,7954.948532,30114.68601,98014.68016,3,497
1,5173.945255,7707.943866,86742.20095,6,644
2,2680.995319,7376.82621,47246.61659,3,600
0,3051.36722,3525.66674,55202.73863,3,758
5,6334.463542,29708.14361,101537.7668,3,672
0,3363.41731,3053.222149,59342.27048,4,560
4,3770.557062,15103.05448,61421.18109,2,535
0,6058.666417,10194.79275,112514.6218,4,604
5,3154.168363,16375.17073,61679.81997,3,587
3,3446.291496,8595.315399,52580.51806,5,699
0,6144.293985,9767.422106,89324.38649,1,787
0,4851.72036,5709.154219,66503.46988,4,562
1,4775.366217,9342.222474,81498.52969,6,614
2,4121.218658,12026.03803,75094.50087,5,610
1,5357.604419,8624.353198,85459.28375,5,518
4,6514.609309,22525.89794,94141.88014,3,565
2,5671.440582,13822.62852,94114.53831,2,686
0,3910.571744,3377.139882,70611.44999,4,683
0,2593.402852,764.7105278,76471.05278,3,569
0,5298.888121,6573.217616,73960.26894,0,684
5,5749.201704,24064.85245,84303.4399,5,707
1,4092.350423,7401.668314,78884.26598,5,639
0,2425.849866,2181.10446,47768.25706,2,529
5,4290.491374,26512.11299,80484.26002,4,702
0,3934.588934,5461.360199,62655.393,4,699
0,4680.037534,5271.051075,67902.08815,4,694
5,4320.885196,20824.14409,73353.9798,5,661
0,5375.88609,924.65115,92465.115,7,783
0,2116.229746,2849.022844,40035.18095,4,587
1,2725.955875,7797.740804,61487.98786,6,673
0,5418.170029,4575.661245,77463.35578,6,605
5,2827.66321,13441.20107,49309.31906,3,570
1,6071.147911,8000.114566,87658.0013,5,759
0,2932.392375,573.863694,57386.3694,5,707
5,3641.516365,17753.19598,58613.37466,6,562
3,7413.969818,17787.7357,104966.96,4,687
1,6502.3855,14372.90018,118402.2247,5,685
2,3105.185941,7504.009416,55322.83341,7,758
3,2479.165415,11749.26667,67723.80011,7,694
3,4780.698617,11945.54019,68709.92476,4,687
0,6383.282594,7598.675434,94776.64247,5,633
1,5714.371635,10638.46288,83663.09817,3,659
0,4678.258946,5156.566343,73808.13222,3,668
3,5368.330911,18675.56215,80788.58848,1,474
0,1296.189779,1196.739949,30374.95908,5,635
0,6226.330573,5879.439635,88271.65073,4,638
1,4489.075505,8491.802343,81675.30468,5,636
5,9563.693515,28825.60185,112120.6264,3,641
1,1803.01454,4174.997087,44215.22945,8,587
0,4268.814934,7101.661266,85533.08488,2,661
1,3080.506872,4105.084613,44508.24578,5,640
0,3551.594434,526.7550035,52675.50035,5,660
5,4543.508548,27121.53114,101483.2702,6,610
1,7502.425753,9628.229856,98142.18775,6,731
1,2305.03445,4681.362495,54885.43693,7,578
2,6935.191168,6952.50866,85205.98001,8,669
5,4636.374957,19034.63852,67389.07092,2,566
5,4825.414614,17121.32402,58158.63499,3,575
0,2801.049253,2502.680548,33367.84073,3,565
0,3228.512376,5266.584018,57630.04439,3,558
1,1302.825563,2484.231261,20218.54918,2,651
1,6248.420125,8561.327653,108687.1856,6,653
1,3966.361901,6527.980392,59602.04717,6,596
0,3357.134305,686.9165059,68691.65059,6,654
2,6429.993465,13936.98887,92841.0431,6,651
5,6424.811675,26844.75467,92709.19715,4,583
1,4159.646013,8371.94884,74425.29795,4,732
3,5289.137967,14798.28886,102859.7328,7,655
2,4434.809729,8086.037857,76200.39173,7,713
4,7920.651125,30528.42761,106744.5943,2,548
0,6148.494512,843.3674406,84336.74406,5,720
0,2918.831567,3220.544858,50906.10626,4,620
0,2477.558532,819.6527739,59549.72765,7,618
1,4274.64669,9234.959998,70302.23246,5,749
0,2377.503726,3050.716145,51948.21058,4,602
0,3309.269194,3043.022274,47491.62327,4,612
1,5341.618048,8334.828417,87308.94515,6,654
0,5078.572992,3364.069451,78740.49119,6,705
0,3556.957172,5335.390317,53457.23904,4,594
0,8089.870995,13531.59425,119145.0778,1,635
0,3461.356924,3168.421472,65649.52833,5,564
2,4021.276773,5662.099417,57049.10329,7,684
1,5328.079615,5954.959372,81099.22742,7,661
0,4367.347866,3366.3171,64747.36115,6,614
0,4612.76314,7280.927052,80618.22733,3,581
5,1744.370198,10607.09416,43484.87048,5,626
2,4235.059487,7425.92885,69351.66736,7,671
0,4694.530868,3311.12776,73130.08199,7,645
0,6305.666659,871.7184081,87171.84081,5,628
0,6150.790621,3773.761794,77845.56538,4,554
0,4474.980137,5492.806505,76918.08514,4,642
1,1543.767412,4875.080991,52469.36791,6,644
2,4354.175861,10766.32605,74891.76197,5,557
0,6781.047399,2288.759719,83427.77034,3,671
3,5464.642087,19492.20614,88758.65872,4,603
3,6069.259841,15621.68202,76636.6377,5,688
0,5156.22393,5498.313957,78189.16432,3,632
1,4216.418907,5864.605354,63086.22497,6,685
0,3223.236691,3181.545444,73222.58606,1,647
1,5334.040985,8667.451945,79363.67123,5,653
0,3327.507213,3768.885184,61791.67457,6,719
1,2495.202955,4065.126815,38369.87596,5,626
5,2499.568499,16662.75246,59657.73458,4,481
0,4093.635461,5023.437731,59554.69704,2,670
0,3423.089071,6903.16391,58639.42002,2,638
4,4607.568029,18658.60166,69043.68457,0,554
2,1545.832532,3886.801293,26101.74607,5,589
0,3751.658863,4115.745261,69070.34542,7,706
1,4774.447711,9952.240067,90223.6061,6,631
1,5205.585664,10593.67587,89950.10972,6,690
1,4516.12018,7369.515291,70259.04669,7,678
2,3321.642412,10443.72866,65321.37584,4,697
5,2200.770676,17120.42722,53845.32853,4,560
1,5292.42251,6945.945603,62661.50915,6,621
0,6916.514667,8374.639532,97448.02928,4,710
0,4970.615776,6453.297616,78572.68649,5,641
3,5017.270039,10639.05965,69170.55031,7,601
3,8403.782742,21270.15415,123028.5856,5,650
5,4986.202341,22789.99655,78529.0481,3,695
1,2415.207956,4946.684255,62122.91383,6,545
0,5221.545193,3915.471226,78039.38546,5,605
1,3576.901776,10464.90863,82583.45823,6,634
4,6188.178233,26058.48561,97386.06279,2,492
1,2141.306885,3912.505251,45543.56481,5,729
0,1778.228715,3806.127076,33311.44419,3,626
0,4675.627936,1061.201543,106120.1543,3,665
1,2731.946412,8682.990113,70384.73682,4,682
2,3096.767105,7037.895999,47377.48243,5,579
0,4537.113578,2829.335972,59522.7867,5,699
0,3979.541343,3715.293932,58942.30901,4,598
1,2809.673384,5512.015933,65837.5439,7,621
0,3126.782731,4950.516233,62051.33707,6,598
5,4447.696698,24687.95971,84766.94545,3,617
0,4347.758057,5986.298208,89307.62231,4,643
0,2682.167425,2520.813306,47674.57114,3,527
5,5168.749054,21174.21566,74668.15508,3,594
0,5093.045106,1977.585233,73593.32989,5,694
1,4112.911361,5394.405178,59426.11225,5,670
4,3518.291797,14904.7759,58359.80622,1,499
0,3833.757093,2972.650522,66611.55646,5,551
0,4916.993466,5122.797958,74280.4459,6,658
0,3832.62639,4861.9601,64125.71674,2,670
0,1788.485758,267.5028789,26750.28789,4,698
3,3335.037027,13958.85468,65828.46564,5,579
1,5614.651097,7671.012556,99788.27,6,546
0,4553.580228,942.5882575,94258.82575,5,606
0,2986.453796,2439.669854,42628.05622,3,569
4,4612.561768,21024.34476,82358.77443,3,631
1,4007.655273,14558.64441,90084.90819,2,615
5,2121.832986,12028.5482,42217.46357,3,614
1,7280.506611,7931.679235,84852.81062,6,586
0,4856.698309,9578.011082,115571.8421,3,585
1,5747.018463,8730.594156,85772.99593,4,741
0,1368.453001,2457.031135,25673.40925,4,543
0,5441.794678,5729.906545,92884.01014,3,625
5,5920.088371,27072.21436,86781.92774,4,552
1,4680.583958,8399.632345,94563.33308,7,671
0,6366.489801,6100.508763,103904.1487,3,597
2,3502.539123,7348.498275,67077.09031,7,690
0,1468.268561,1369.352513,28621.64224,5,621
1,2250.42539,6156.638773,55956.81408,6,705
0,4609.895787,8309.041743,92853.10608,5,643
1,6618.070454,13894.50265,94840.63224,3,580
0,5183.371898,4733.789753,80055.67772,4,607
0,4827.961339,6174.466692,64922.78202,3,726
3,3585.269719,10301.50867,68611.69532,6,551
0,3674.552249,4085.922809,57557.5882,5,634
0,2845.488935,6069.016398,63188.47881,3,687
0,3573.094923,1218.010682,84270.77697,7,718
1,4849.155058,8312.508304,70002.60285,4,656
0,3038.846967,3853.188119,54680.5292,4,562
0,2880.112008,1417.529198,45514.41918,5,665
2,1577.123315,9766.653693,70241.24162,6,650
0,2350.311791,2502.357742,46431.99217,2,791
1,4883.30279,8494.040077,68493.18681,6,627
1,2833.586943,4216.216782,44499.45051,5,629
3,4119.426483,14755.40981,64783.35742,4,636
4,3976.583011,16262.24358,60513.41862,1,559
1,4727.65395,10957.57626,80596.79814,3,634
0,4809.974128,1108.165631,80476.77183,4,580
2,4581.94096,9593.057313,78475.1998,7,627
1,4152.37283,11263.54126,97046.80767,6,666
0,4616.502068,3263.89876,65213.16604,6,724
1,2087.336565,6236.509163,51553.29179,6,588
1,3294.574591,6148.789295,58515.81867,5,669
5,3629.735079,19427.77053,68348.97699,4,506
0,5223.105902,6355.833139,90849.90576,4,719
0,4991.184002,3347.827992,95164.50649,6,649
5,5357.518028,22526.93177,75305.86183,4,619
2,4085.139339,12189.2311,77403.8487,5,731
1,3871.001218,8398.269683,65080.74058,5,590
1,4663.517963,6274.407296,64387.9468,5,640
3,3015.903829,12098.16743,67256.44314,5,450
0,2590.485455,5472.697804,51112.15148,3,629
0,1930.2179,4379.494248,48653.85992,6,775
1,4407.029168,5099.851662,68536.2575,6,654
0,4926.372603,3585.052344,92421.49379,5,637
1,3002.724938,7353.469401,64805.18556,5,713
1,4202.102572,8015.94477,63341.87985,5,708
0,3640.097439,4143.11283,52020.69513,3,571
0,4201.696053,2142.047881,60328.06757,4,619
0,5394.537878,5024.768703,81083.45762,6,704
1,3900.251669,7899.511848,79331.86049,5,630
0,4707.093339,5876.13626,65688.57267,3,705
0,3818.930678,3461.125547,62548.15822,5,659
0,5718.083929,2044.652044,97731.20651,3,662
2,2619.633546,7933.465196,42409.18427,1,632
0,3873.496347,2839.112953,55479.2929,3,698
0,3966.419605,1313.565097,69852.44127,6,703
0,3512.364697,722.591768,55469.98979,5,638
5,4690.734695,19050.75554,69836.10034,3,589
3,3039.89505,11786.62564,58914.92476,4,641
0,5693.56837,5533.752228,78470.97551,3,580
0,6555.580733,3005.646081,91082.23573,3,697
1,2686.235628,4728.632795,36268.33247,5,707
5,4072.818377,21242.25445,71427.74956,6,686
2,3927.019677,8764.059177,52286.62737,5,602
4,4722.508753,24071.97913,90748.46025,3,508
1,50.20371826,103.1337336,1000.0,6,615
4,4970.764441,15867.38082,71383.43096,4,732
0,3256.7837,4539.274524,50848.43572,3,655
0,5056.707205,5938.246144,84643.13271,3,591
0,2170.622029,2018.936562,39082.97434,6,652
0,3537.898842,2447.19264,65550.07097,3,639
1,2147.755198,4366.080631,36289.30439,6,674
1,2925.874109,5668.033407,46090.89558,5,660
0,4682.83663,7339.060794,89767.62998,3,588
4,3419.687976,14145.49958,60625.07063,3,578
5,5484.30319,19853.9738,71276.43975,3,532
3,5425.878839,17488.68785,84313.30131,4,611
1,2275.831184,3303.768739,36837.6816,6,700
5,4830.832258,19529.71347,68356.50024,1,551
1,3832.067553,6435.906948,66106.68356,5,595
1,3367.090509,8728.840902,82503.7772,5,672
5,5015.523684,23285.77235,81969.37804,3,535
0,1397.691075,1144.066579,21577.16831,5,755
0,3709.566532,6162.933836,69042.6923,5,677
1,2605.629164,4674.896638,56469.35133,8,627
1,3814.162931,6141.232793,67450.1106,5,672
0,2100.918796,2910.860072,34766.97149,5,639
0,3511.250478,4508.550757,67869.70636,4,566
0,6174.668835,2184.211767,82658.6867,5,629
2,2985.74883,5598.598939,63174.569,9,645
0,4602.632946,2885.882799,74944.74687,7,641
5,5721.958104,22751.67693,83585.12781,4,555
2,2821.316065,8454.971169,47328.3386,3,646
0,6446.998649,9680.140848,96461.01519,3,704
0,4953.086878,6697.956762,77986.56419,3,620
0,6679.103143,3956.076166,86598.94627,6,678
0,2640.72713,4467.75945,44423.08285,6,675
1,4472.707587,6278.948089,74309.14858,5,593
0,3670.128561,4536.669001,55312.20579,3,567
0,4608.024138,1369.658531,68430.87076,4,658
1,4808.833038,7880.010774,74480.22545,6,605
1,2387.185614,4548.608752,58647.94867,5,535
2,4929.427201,10002.59086,65532.66639,4,697
5,2404.579441,12281.80576,39964.82678,3,566
1,3057.37779,4579.360441,55490.77114,7,625
1,4265.39996,6070.146008,70501.76332,6,504
4,5355.534947,19208.84945,74273.67604,3,558
0,4776.623851,6022.37458,72853.18465,4,648
1,4330.827881,5672.83971,71081.46965,6,595
5,5833.177161,26961.84184,90210.33341,3,554
5,4735.852274,19508.48471,71135.54341,4,538
1,3182.401582,6580.894865,54685.44006,6,700
0,2024.389141,1006.617907,35474.54524,4,612
1,2436.87108,5103.553205,50582.21647,6,707
0,2859.992646,4149.22369,57158.15101,5,621
1,1836.301053,2924.502726,38467.13608,7,638
5,2475.378481,10586.29189,34184.0609,4,465
1,5065.825677,6371.950247,79884.24017,6,641
0,3021.172332,1220.844072,50275.47379,5,658
0,4636.492547,5881.152966,62086.83719,4,726
4,6289.70672,23652.57119,89431.96581,0,557
5,4861.909904,20169.45334,66156.48616,4,610
5,2856.753436,12008.5115,49681.50379,5,625
5,5317.159662,19762.05835,76729.62694,3,563
0,2880.495196,504.2676002,37367.46896,5,662
0,4766.026652,8079.65578,89770.91689,4,747
1,3590.183586,5612.774463,52970.0288,5,655
0,5049.167648,5267.98726,83754.20631,4,613
0,3965.599172,3949.711881,52333.86314,4,642
0,6099.582573,9877.020046,103359.6332,5,613
0,4553.604498,4485.179924,68595.43556,5,567
0,4664.36972,3407.726739,76857.15238,6,585
1,3762.503644,7052.586942,59677.87788,6,624
0,5478.510232,864.5285336,86452.85336,2,682
1,2574.163844,1963.120269,33069.19283,8,730
2,3475.94943,9046.415023,84512.65771,8,627
2,4412.678018,11119.31097,67496.3005,3,494
0,4359.057097,4219.333718,56745.03143,3,631
0,6258.512116,6567.33181,114506.5644,2,579
1,2766.89207,2770.91211,39346.28335,7,575
0,5487.136572,5188.159186,82027.92174,4,656
5,4526.204583,18263.57037,68132.125,2,638
2,4909.942825,8381.019304,88866.33019,8,595
0,4175.187748,2875.543945,59508.3302,4,565
3,3933.812609,11705.70203,65557.82858,4,560
5,3784.211864,23605.36849,76024.10643,2,466
5,3104.896562,14840.71894,50445.03487,3,591
1,4214.680971,7474.92907,76359.40498,6,599
0,2194.220989,2877.191768,34187.70353,3,640
0,2106.296757,3397.010691,45597.239,5,598
2,2817.35321,5987.035075,40585.76949,4,674
1,3509.853269,9434.868921,75551.558,4,754
4,3705.021044,14278.31112,49930.85297,0,621
0,3022.484717,4881.208642,56770.64201,3,582
0,3907.637834,620.0511193,62005.11193,5,549
5,2747.70401,13073.86428,44034.81776,3,647
2,6204.833068,15783.41185,89758.29517,3,573
5,3845.516135,18188.03893,75952.95813,6,532
0,4105.612488,6572.384556,81302.87422,3,576
0,5035.029552,2571.503325,76063.76383,4,625
1,3924.827132,5679.237679,73713.72498,6,630
5,4914.799695,21776.72586,71220.38107,3,701
0,4780.664088,6221.39152,66597.21445,2,752
5,2511.084626,12221.81868,42731.42714,4,578
1,2335.445011,4087.873003,41378.18417,4,736
0,2459.278858,2739.788556,33152.79402,3,707
0,3472.196026,5998.179475,62853.73983,3,658
0,4323.722879,6179.338608,79822.57612,5,740
1,4313.569635,8695.767147,84824.97422,7,640
0,3704.853452,4759.09711,54008.8615,4,675
